Codigo_Barras;SKU_Interno;Descripcion;Fabricante;Contenido;Precio_Lista;Descuento_Porc
779100002909;SKU-12908;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2358.49;0.0
779100002910;SKU-12909;GALLO ARROZ LARGO FINO 1000 G;Gallo;1000 g;1763.21;5.0
779100002911;SKU-12910;MATARAZZO FIDEOS GUISEROS 500 GR;Matarazzo;500 gr;722.76;10.0
779100002912;SKU-12911;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;808.95;0.0
779100002913;SKU-12912;MAROLIO PURE DE TOMATE 520 GR;Marolio;520 gr;791.27;0.0
779100002914;SKU-12913;HELLMANNS MAYONESA CLASICA 500 G;Hellmanns;500 g;1422.64;5.0
779100002915;SKU-12914;ARCOR GALLETITAS DULCES 160 G;Arcor;160 g;1044.8;5.0
779100002916;SKU-12915;TERRABUSI GALLETITAS DE AGUA 300 G;Terrabusi;300 g;1012.97;5.0
779100002917;SKU-12916;HEAD & SHOULDERS SHAMPOO ANTICASPA 200 ML;Head & Shoulders;200 ml;2321.17;0.0
779100002918;SKU-12917;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;1935.28;5.0
779100002919;SKU-12918;REXONA DESODORANTE AEROSOL 150 CC;Rexona;150 cc;2813.59;10.0
779100002920;SKU-12919;COLGATE CREMA DENTAL TRIPLE ACCION 90 G;Colgate;90 g;2148.93;10.0
779100002921;SKU-12920;COCA-COLA GASEOSA COLA 2.25L;Coca-Cola;2.25L;4780.5;10.0
779100002922;SKU-12921;SPRITE GASEOSA LIMA LIMON 1500 ML;Sprite;1500 ml;3682.24;0.0
779100002923;SKU-12922;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2337.55;5.0
779100002924;SKU-12923;LA SERENÍSIMA LECHE ENTERA SACHET 1L;La Serenísima;Sachet 1L;1303.68;10.0
779100002925;SKU-12924;SANCOR LECHE DESCREMADA TETRA 1L;Sancor;Tetra 1L;1314.83;0.0
779100002926;SKU-12925;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;1909.24;10.0
779100002927;SKU-12926;SAN IGNACIO DULCE DE LECHE CLASICO 1000 GR;San Ignacio;1000 gr;2250.0;10.0
779100002928;SKU-12927;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;3069.19;5.0
779100002929;SKU-12928;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2506.34;0.0
779100002930;SKU-12929;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;1848.96;5.0
779100002931;SKU-12930;MATARAZZO FIDEOS GUISEROS 1000 GR;Matarazzo;1000 gr;1240.38;10.0
779100002932;SKU-12931;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;806.83;5.0
779100002933;SKU-12932;MAROLIO PURE DE TOMATE TETRA 520G;Marolio;Tetra 520g;880.28;5.0
779100002934;SKU-12933;HELLMANNS MAYONESA CLASICA 950 G;Hellmanns;950 g;2509.35;5.0
779100002935;SKU-12934;ARCOR GALLETITAS DULCES PACK X3;Arcor;Pack x3;3003.68;0.0
779100002936;SKU-12935;TERRABUSI GALLETITAS DE AGUA PACK X3 300G;Terrabusi;Pack x3 300g;2852.35;5.0
779100002937;SKU-12936;HEAD & SHOULDERS SHAMPOO ANTICASPA 750 ML;Head & Shoulders;750 ml;5133.66;10.0
779100002938;SKU-12937;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4756.2;0.0
779100002939;SKU-12938;REXONA DESODORANTE AEROSOL PACK X2;Rexona;Pack x2;8300.7;10.0
779100002940;SKU-12939;COLGATE CREMA DENTAL TRIPLE ACCION 140 G;Colgate;140 g;2001.38;0.0
779100002941;SKU-12940;COCA-COLA GASEOSA COLA 1500 ML;Coca-Cola;1500 ml;4044.59;5.0
779100002942;SKU-12941;SPRITE GASEOSA LIMA LIMON 500 ML;Sprite;500 ml;1490.32;0.0
779100002943;SKU-12942;QUILMES CERVEZA RUBIA 473 ML;Quilmes;473 ml;1227.36;5.0
779100002944;SKU-12943;LA SERENÍSIMA LECHE ENTERA TETRA 1L;La Serenísima;Tetra 1L;1365.48;10.0
779100002945;SKU-12944;SANCOR LECHE DESCREMADA 1000 CC;Sancor;1000 cc;1219.18;0.0
779100002946;SKU-12945;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 180 G;La Serenísima;180 g;2343.01;5.0
779100002947;SKU-12946;SAN IGNACIO DULCE DE LECHE CLASICO 1000 G;San Ignacio;1000 g;2515.86;0.0
779100002948;SKU-12947;NATURA ACEITE GIRASOL 3 L;Natura;3 l;2470.25;10.0
779100002949;SKU-12948;COCINERO ACEITE MEZCLA 900 ML;Cocinero;900 ml;1858.87;10.0
779100002950;SKU-12949;GALLO ARROZ LARGO FINO 500 G;Gallo;500 g;1067.34;0.0
779100002951;SKU-12950;MATARAZZO FIDEOS GUISEROS 500 G;Matarazzo;500 g;871.66;5.0
779100002952;SKU-12951;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;766.05;5.0
779100002953;SKU-12952;MAROLIO PURE DE TOMATE 520 G;Marolio;520 g;976.29;10.0
779100002954;SKU-12953;HELLMANNS MAYONESA CLASICA 1000 GR;Hellmanns;1000 gr;2772.16;10.0
779100002955;SKU-12954;ARCOR GALLETITAS DULCES 300 G;Arcor;300 g;1263.69;0.0
779100002956;SKU-12955;TERRABUSI GALLETITAS DE AGUA 100 G;Terrabusi;100 g;914.11;5.0
779100002957;SKU-12956;HEAD & SHOULDERS SHAMPOO ANTICASPA 400 ML;Head & Shoulders;400 ml;4840.93;5.0
779100002958;SKU-12957;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;1992.47;0.0
779100002959;SKU-12958;REXONA DESODORANTE AEROSOL 150 ML;Rexona;150 ml;2559.45;0.0
779100002960;SKU-12959;COLGATE CREMA DENTAL TRIPLE ACCION 70 G;Colgate;70 g;1738.99;0.0
779100002961;SKU-12960;COCA-COLA GASEOSA COLA 500 ML;Coca-Cola;500 ml;1655.62;10.0
779100002962;SKU-12961;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;4605.41;5.0
779100002963;SKU-12962;QUILMES CERVEZA RUBIA 710 ML;Quilmes;710 ml;2487.24;10.0
779100002964;SKU-12963;LA SERENÍSIMA LECHE ENTERA 1000 CC;La Serenísima;1000 cc;1379.53;0.0
779100002965;SKU-12964;SANCOR LECHE DESCREMADA 1000 ML;Sancor;1000 ml;1433.47;5.0
779100002966;SKU-12965;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2297.34;10.0
779100002967;SKU-12966;SAN IGNACIO DULCE DE LECHE CLASICO 400 G;San Ignacio;400 g;2397.52;5.0
779100002968;SKU-12967;NATURA ACEITE GIRASOL 900 ML;Natura;900 ml;2382.54;10.0
779100002969;SKU-12968;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2410.46;0.0
779100002970;SKU-12969;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;2033.91;5.0
779100002971;SKU-12970;MATARAZZO FIDEOS GUISEROS 500 GR;Matarazzo;500 gr;834.0;0.0
779100002972;SKU-12971;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;794.98;10.0
779100002973;SKU-12972;MAROLIO PURE DE TOMATE 520 GR;Marolio;520 gr;936.93;0.0
779100002974;SKU-12973;HELLMANNS MAYONESA CLASICA 475 G;Hellmanns;475 g;2604.66;5.0
779100002975;SKU-12974;ARCOR GALLETITAS DULCES 120 G;Arcor;120 g;1112.77;10.0
779100002976;SKU-12975;TERRABUSI GALLETITAS DE AGUA 300 G;Terrabusi;300 g;1025.36;5.0
779100002977;SKU-12976;HEAD & SHOULDERS SHAMPOO ANTICASPA 200 ML;Head & Shoulders;200 ml;2189.14;0.0
779100002978;SKU-12977;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;3907.33;10.0
779100002979;SKU-12978;REXONA DESODORANTE AEROSOL 150 CC;Rexona;150 cc;2526.22;0.0
779100002980;SKU-12979;COLGATE CREMA DENTAL TRIPLE ACCION 90 G;Colgate;90 g;2047.2;10.0
779100002981;SKU-12980;COCA-COLA GASEOSA COLA 354 ML;Coca-Cola;354 ml;1280.01;10.0
779100002982;SKU-12981;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;4891.77;10.0
779100002983;SKU-12982;QUILMES CERVEZA RUBIA PACK X6;Quilmes;Pack x6;11617.83;10.0
779100002984;SKU-12983;LA SERENÍSIMA LECHE ENTERA 1000 ML;La Serenísima;1000 ml;1400.51;0.0
779100002985;SKU-12984;SANCOR LECHE DESCREMADA TETRA 1L;Sancor;Tetra 1L;1508.63;0.0
779100002986;SKU-12985;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 G;La Serenísima;1000 g;2329.73;0.0
779100002987;SKU-12986;SAN IGNACIO DULCE DE LECHE CLASICO 400 GR;San Ignacio;400 gr;2727.61;0.0
779100002988;SKU-12987;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;3211.13;5.0
779100002989;SKU-12988;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2516.34;0.0
779100002990;SKU-12989;GALLO ARROZ LARGO FINO 1000 G;Gallo;1000 g;1779.59;5.0
779100002991;SKU-12990;MATARAZZO FIDEOS GUISEROS 1000 GR;Matarazzo;1000 gr;1296.09;5.0
779100002992;SKU-12991;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;683.33;5.0
779100002993;SKU-12992;MAROLIO PURE DE TOMATE TETRA 520G;Marolio;Tetra 520g;867.81;10.0
779100002994;SKU-12993;HELLMANNS MAYONESA CLASICA 500 G;Hellmanns;500 g;1584.37;0.0
779100002995;SKU-12994;ARCOR GALLETITAS DULCES 160 G;Arcor;160 g;1248.09;10.0
779100002996;SKU-12995;TERRABUSI GALLETITAS DE AGUA PACK X3 300G;Terrabusi;Pack x3 300g;2454.34;5.0
779100002997;SKU-12996;HEAD & SHOULDERS SHAMPOO ANTICASPA 750 ML;Head & Shoulders;750 ml;4184.26;5.0
779100002998;SKU-12997;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;1869.41;10.0
779100002999;SKU-12998;REXONA DESODORANTE AEROSOL PACK X2;Rexona;Pack x2;7771.77;5.0
779100003000;SKU-12999;COLGATE CREMA DENTAL TRIPLE ACCION 140 G;Colgate;140 g;2164.31;5.0
779100003001;SKU-13000;COCA-COLA GASEOSA COLA 2250 ML;Coca-Cola;2250 ml;5268.07;10.0
779100003002;SKU-13001;SPRITE GASEOSA LIMA LIMON 1500 ML;Sprite;1500 ml;3936.18;5.0
779100003003;SKU-13002;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2097.97;5.0
779100003004;SKU-13003;LA SERENÍSIMA LECHE ENTERA SACHET 1L;La Serenísima;Sachet 1L;1535.65;0.0
779100003005;SKU-13004;SANCOR LECHE DESCREMADA 1000 CC;Sancor;1000 cc;1255.69;0.0
779100003006;SKU-13005;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2087.03;10.0
779100003007;SKU-13006;SAN IGNACIO DULCE DE LECHE CLASICO 1000 GR;San Ignacio;1000 gr;2387.15;10.0
779100003008;SKU-13007;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;3536.34;0.0
779100003009;SKU-13008;COCINERO ACEITE MEZCLA 900 ML;Cocinero;900 ml;1916.79;5.0
779100003010;SKU-13009;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;1774.25;0.0
779100003011;SKU-13010;MATARAZZO FIDEOS GUISEROS 500 G;Matarazzo;500 g;775.37;0.0
779100003012;SKU-13011;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;828.29;0.0
779100003013;SKU-13012;MAROLIO PURE DE TOMATE 520 G;Marolio;520 g;866.77;5.0
779100003014;SKU-13013;HELLMANNS MAYONESA CLASICA 950 G;Hellmanns;950 g;2236.02;0.0
779100003015;SKU-13014;ARCOR GALLETITAS DULCES PACK X3;Arcor;Pack x3;3205.39;5.0
779100003016;SKU-13015;TERRABUSI GALLETITAS DE AGUA 100 G;Terrabusi;100 g;899.52;5.0
779100003017;SKU-13016;HEAD & SHOULDERS SHAMPOO ANTICASPA 400 ML;Head & Shoulders;400 ml;4345.4;10.0
779100003018;SKU-13017;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4108.14;10.0
779100003019;SKU-13018;REXONA DESODORANTE AEROSOL 150 ML;Rexona;150 ml;2899.23;10.0
779100003020;SKU-13019;COLGATE CREMA DENTAL TRIPLE ACCION 70 G;Colgate;70 g;1925.13;5.0
779100003021;SKU-13020;COCA-COLA GASEOSA COLA 2250 ML;Coca-Cola;2250 ml;4951.86;10.0
779100003022;SKU-13021;SPRITE GASEOSA LIMA LIMON 500 ML;Sprite;500 ml;1806.33;5.0
779100003023;SKU-13022;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2048.16;10.0
779100003024;SKU-13023;LA SERENÍSIMA LECHE ENTERA TETRA 1L;La Serenísima;Tetra 1L;1260.75;10.0
779100003025;SKU-13024;SANCOR LECHE DESCREMADA 1000 ML;Sancor;1000 ml;1538.42;10.0
779100003026;SKU-13025;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 180 G;La Serenísima;180 g;2032.32;5.0
779100003027;SKU-13026;SAN IGNACIO DULCE DE LECHE CLASICO 1000 G;San Ignacio;1000 g;2347.99;10.0
779100003028;SKU-13027;NATURA ACEITE GIRASOL 3 L;Natura;3 l;2263.42;0.0
779100003029;SKU-13028;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2333.12;5.0
779100003030;SKU-13029;GALLO ARROZ LARGO FINO 500 G;Gallo;500 g;1212.5;0.0
779100003031;SKU-13030;MATARAZZO FIDEOS GUISEROS 500 GR;Matarazzo;500 gr;797.52;10.0
779100003032;SKU-13031;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;701.31;0.0
779100003033;SKU-13032;MAROLIO PURE DE TOMATE 520 GR;Marolio;520 gr;851.92;0.0
779100003034;SKU-13033;HELLMANNS MAYONESA CLASICA 1000 GR;Hellmanns;1000 gr;2448.07;10.0
779100003035;SKU-13034;ARCOR GALLETITAS DULCES 300 G;Arcor;300 g;1162.95;5.0
779100003036;SKU-13035;TERRABUSI GALLETITAS DE AGUA 300 G;Terrabusi;300 g;1089.01;5.0
779100003037;SKU-13036;HEAD & SHOULDERS SHAMPOO ANTICASPA 200 ML;Head & Shoulders;200 ml;2219.73;0.0
779100003038;SKU-13037;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;2185.73;0.0
779100003039;SKU-13038;REXONA DESODORANTE AEROSOL 150 CC;Rexona;150 cc;2610.91;10.0
779100003040;SKU-13039;COLGATE CREMA DENTAL TRIPLE ACCION 90 G;Colgate;90 g;2158.04;0.0
779100003041;SKU-13040;COCA-COLA GASEOSA COLA 2.25L;Coca-Cola;2.25L;4780.23;10.0
779100003042;SKU-13041;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;5274.79;5.0
779100003043;SKU-13042;QUILMES CERVEZA RUBIA 473 ML;Quilmes;473 ml;1333.49;10.0
779100003044;SKU-13043;LA SERENÍSIMA LECHE ENTERA 1000 CC;La Serenísima;1000 cc;1319.43;10.0
779100003045;SKU-13044;SANCOR LECHE DESCREMADA TETRA 1L;Sancor;Tetra 1L;1278.73;5.0
779100003046;SKU-13045;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2280.67;0.0
779100003047;SKU-13046;SAN IGNACIO DULCE DE LECHE CLASICO 400 G;San Ignacio;400 g;2377.32;10.0
779100003048;SKU-13047;NATURA ACEITE GIRASOL 900 ML;Natura;900 ml;2242.75;10.0
779100003049;SKU-13048;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2668.08;10.0
779100003050;SKU-13049;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;2013.27;5.0
779100003051;SKU-13050;MATARAZZO FIDEOS GUISEROS 1000 GR;Matarazzo;1000 gr;1354.59;0.0
779100003052;SKU-13051;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;800.03;0.0
779100003053;SKU-13052;MAROLIO PURE DE TOMATE TETRA 520G;Marolio;Tetra 520g;880.42;5.0
779100003054;SKU-13053;HELLMANNS MAYONESA CLASICA 475 G;Hellmanns;475 g;2423.45;5.0
779100003055;SKU-13054;ARCOR GALLETITAS DULCES 120 G;Arcor;120 g;1048.64;5.0
779100003056;SKU-13055;TERRABUSI GALLETITAS DE AGUA PACK X3 300G;Terrabusi;Pack x3 300g;2854.01;10.0
779100003057;SKU-13056;HEAD & SHOULDERS SHAMPOO ANTICASPA 750 ML;Head & Shoulders;750 ml;4575.9;5.0
779100003058;SKU-13057;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4839.08;5.0
779100003059;SKU-13058;REXONA DESODORANTE AEROSOL PACK X2;Rexona;Pack x2;8558.74;5.0
779100003060;SKU-13059;COLGATE CREMA DENTAL TRIPLE ACCION 140 G;Colgate;140 g;1813.97;5.0
779100003061;SKU-13060;COCA-COLA GASEOSA COLA 1500 ML;Coca-Cola;1500 ml;3307.95;0.0
779100003062;SKU-13061;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;4400.37;10.0
779100003063;SKU-13062;QUILMES CERVEZA RUBIA 710 ML;Quilmes;710 ml;2329.59;0.0
779100003064;SKU-13063;LA SERENÍSIMA LECHE ENTERA 1000 ML;La Serenísima;1000 ml;1314.58;10.0
779100003065;SKU-13064;SANCOR LECHE DESCREMADA 1000 CC;Sancor;1000 cc;1379.61;10.0
779100003066;SKU-13065;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 G;La Serenísima;1000 g;2211.98;5.0
779100003067;SKU-13066;SAN IGNACIO DULCE DE LECHE CLASICO 400 GR;San Ignacio;400 gr;2443.84;0.0
779100003068;SKU-13067;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;3509.74;5.0
779100003069;SKU-13068;COCINERO ACEITE MEZCLA 900 ML;Cocinero;900 ml;1896.84;10.0
779100003070;SKU-13069;GALLO ARROZ LARGO FINO 1000 G;Gallo;1000 g;1894.99;5.0
779100003071;SKU-13070;MATARAZZO FIDEOS GUISEROS 500 G;Matarazzo;500 g;877.71;10.0
779100003072;SKU-13071;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;741.07;5.0
779100003073;SKU-13072;MAROLIO PURE DE TOMATE 520 G;Marolio;520 g;846.33;10.0
779100003074;SKU-13073;HELLMANNS MAYONESA CLASICA 500 G;Hellmanns;500 g;1665.8;10.0
779100003075;SKU-13074;ARCOR GALLETITAS DULCES 160 G;Arcor;160 g;992.25;0.0
779100003076;SKU-13075;TERRABUSI GALLETITAS DE AGUA 100 G;Terrabusi;100 g;1087.3;0.0
779100003077;SKU-13076;HEAD & SHOULDERS SHAMPOO ANTICASPA 400 ML;Head & Shoulders;400 ml;4921.09;0.0
779100003078;SKU-13077;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;2010.65;0.0
779100003079;SKU-13078;REXONA DESODORANTE AEROSOL 150 ML;Rexona;150 ml;2724.98;10.0
779100003080;SKU-13079;COLGATE CREMA DENTAL TRIPLE ACCION 70 G;Colgate;70 g;1851.92;0.0
779100003081;SKU-13080;COCA-COLA GASEOSA COLA 500 ML;Coca-Cola;500 ml;1677.65;5.0
779100003082;SKU-13081;SPRITE GASEOSA LIMA LIMON 1500 ML;Sprite;1500 ml;3884.6;0.0
779100003083;SKU-13082;QUILMES CERVEZA RUBIA PACK X6;Quilmes;Pack x6;12301.32;5.0
779100003084;SKU-13083;LA SERENÍSIMA LECHE ENTERA SACHET 1L;La Serenísima;Sachet 1L;1488.77;5.0
779100003085;SKU-13084;SANCOR LECHE DESCREMADA 1000 ML;Sancor;1000 ml;1302.57;5.0
779100003086;SKU-13085;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2141.27;10.0
779100003087;SKU-13086;SAN IGNACIO DULCE DE LECHE CLASICO 1000 GR;San Ignacio;1000 gr;2693.08;5.0
779100003088;SKU-13087;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;2947.28;10.0
779100003089;SKU-13088;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2712.24;5.0
779100003090;SKU-13089;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;2021.63;0.0
779100003091;SKU-13090;MATARAZZO FIDEOS GUISEROS 500 GR;Matarazzo;500 gr;756.26;5.0
779100003092;SKU-13091;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;776.15;10.0
779100003093;SKU-13092;MAROLIO PURE DE TOMATE 520 GR;Marolio;520 gr;927.77;10.0
779100003094;SKU-13093;HELLMANNS MAYONESA CLASICA 950 G;Hellmanns;950 g;2440.59;0.0
779100003095;SKU-13094;ARCOR GALLETITAS DULCES PACK X3;Arcor;Pack x3;2917.81;10.0
779100003096;SKU-13095;TERRABUSI GALLETITAS DE AGUA 300 G;Terrabusi;300 g;920.26;5.0
779100003097;SKU-13096;HEAD & SHOULDERS SHAMPOO ANTICASPA 200 ML;Head & Shoulders;200 ml;2159.13;0.0
779100003098;SKU-13097;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4813.33;0.0
779100003099;SKU-13098;REXONA DESODORANTE AEROSOL 150 CC;Rexona;150 cc;2769.82;5.0
779100003100;SKU-13099;COLGATE CREMA DENTAL TRIPLE ACCION 90 G;Colgate;90 g;2124.02;5.0
779100003101;SKU-13100;COCA-COLA GASEOSA COLA 354 ML;Coca-Cola;354 ml;1373.71;0.0
779100003102;SKU-13101;SPRITE GASEOSA LIMA LIMON 500 ML;Sprite;500 ml;1670.78;10.0
779100003103;SKU-13102;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2472.0;0.0
779100003104;SKU-13103;LA SERENÍSIMA LECHE ENTERA TETRA 1L;La Serenísima;Tetra 1L;1331.66;0.0
779100003105;SKU-13104;SANCOR LECHE DESCREMADA TETRA 1L;Sancor;Tetra 1L;1551.88;0.0
779100003106;SKU-13105;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 180 G;La Serenísima;180 g;2303.91;0.0
779100003107;SKU-13106;SAN IGNACIO DULCE DE LECHE CLASICO 1000 G;San Ignacio;1000 g;2376.18;10.0
779100003108;SKU-13107;NATURA ACEITE GIRASOL 3 L;Natura;3 l;2173.95;10.0
779100003109;SKU-13108;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2671.76;10.0
779100003110;SKU-13109;GALLO ARROZ LARGO FINO 500 G;Gallo;500 g;1209.67;0.0
779100003111;SKU-13110;MATARAZZO FIDEOS GUISEROS 1000 GR;Matarazzo;1000 gr;1411.73;10.0
779100003112;SKU-13111;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;678.71;10.0
779100003113;SKU-13112;MAROLIO PURE DE TOMATE TETRA 520G;Marolio;Tetra 520g;814.71;10.0
779100003114;SKU-13113;HELLMANNS MAYONESA CLASICA 1000 GR;Hellmanns;1000 gr;2526.33;0.0
779100003115;SKU-13114;ARCOR GALLETITAS DULCES 300 G;Arcor;300 g;1138.08;5.0
779100003116;SKU-13115;TERRABUSI GALLETITAS DE AGUA PACK X3 300G;Terrabusi;Pack x3 300g;2859.97;0.0
779100003117;SKU-13116;HEAD & SHOULDERS SHAMPOO ANTICASPA 750 ML;Head & Shoulders;750 ml;5048.67;5.0
779100003118;SKU-13117;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;2210.54;0.0
779100003119;SKU-13118;REXONA DESODORANTE AEROSOL PACK X2;Rexona;Pack x2;8121.18;5.0
779100003120;SKU-13119;COLGATE CREMA DENTAL TRIPLE ACCION 140 G;Colgate;140 g;1734.19;5.0
779100003121;SKU-13120;COCA-COLA GASEOSA COLA 2250 ML;Coca-Cola;2250 ml;5231.09;0.0
779100003122;SKU-13121;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;5368.48;5.0
779100003123;SKU-13122;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2218.88;0.0
779100003124;SKU-13123;LA SERENÍSIMA LECHE ENTERA 1000 CC;La Serenísima;1000 cc;1294.08;0.0
779100003125;SKU-13124;SANCOR LECHE DESCREMADA 1000 CC;Sancor;1000 cc;1538.36;10.0
779100003126;SKU-13125;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2412.96;5.0
779100003127;SKU-13126;SAN IGNACIO DULCE DE LECHE CLASICO 400 G;San Ignacio;400 g;2309.17;5.0
779100003128;SKU-13127;NATURA ACEITE GIRASOL 900 ML;Natura;900 ml;2317.68;0.0
779100003129;SKU-13128;COCINERO ACEITE MEZCLA 900 ML;Cocinero;900 ml;1832.41;0.0
779100003130;SKU-13129;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;1776.56;0.0
779100003131;SKU-13130;MATARAZZO FIDEOS GUISEROS 500 G;Matarazzo;500 g;764.19;5.0
779100003132;SKU-13131;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;827.33;0.0
779100003133;SKU-13132;MAROLIO PURE DE TOMATE 520 G;Marolio;520 g;806.02;0.0
779100003134;SKU-13133;HELLMANNS MAYONESA CLASICA 475 G;Hellmanns;475 g;2982.14;5.0
779100003135;SKU-13134;ARCOR GALLETITAS DULCES 120 G;Arcor;120 g;1169.45;10.0
779100003136;SKU-13135;TERRABUSI GALLETITAS DE AGUA 100 G;Terrabusi;100 g;1013.7;10.0
779100003137;SKU-13136;HEAD & SHOULDERS SHAMPOO ANTICASPA 400 ML;Head & Shoulders;400 ml;4539.56;10.0
779100003138;SKU-13137;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4879.26;0.0
779100003139;SKU-13138;REXONA DESODORANTE AEROSOL 150 ML;Rexona;150 ml;2983.82;5.0
779100003140;SKU-13139;COLGATE CREMA DENTAL TRIPLE ACCION 70 G;Colgate;70 g;1780.06;0.0
779100003141;SKU-13140;COCA-COLA GASEOSA COLA 2250 ML;Coca-Cola;2250 ml;4579.25;10.0
779100003142;SKU-13141;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;5566.97;0.0
779100003143;SKU-13142;QUILMES CERVEZA RUBIA 473 ML;Quilmes;473 ml;1438.49;0.0
779100003144;SKU-13143;LA SERENÍSIMA LECHE ENTERA 1000 ML;La Serenísima;1000 ml;1525.77;10.0
779100003145;SKU-13144;SANCOR LECHE DESCREMADA 1000 ML;Sancor;1000 ml;1386.03;0.0
779100003146;SKU-13145;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 G;La Serenísima;1000 g;2065.83;10.0
779100003147;SKU-13146;SAN IGNACIO DULCE DE LECHE CLASICO 400 GR;San Ignacio;400 gr;2855.01;10.0
779100003148;SKU-13147;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;3513.08;5.0
779100003149;SKU-13148;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2449.67;0.0
779100003150;SKU-13149;GALLO ARROZ LARGO FINO 1000 G;Gallo;1000 g;2020.5;5.0
